"011";"13 Adic Prop Avos Trab eSocial";"13 Ad Pr Avo Tr";no;2;no;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";11899;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";no;1;1;1;1;"gmoreno";15/02/21;"091932";" 33   n              n                                               3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"6002";12;12;12;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"012";"Hrs Aviso Previo Trab Diurno";"Hr Av Trab Diur";no;1;yes;1;1;1;1;1;1;1;1;3;3;1;1;4;"";"";3;3;3;3;3;3;no;1;"";"";1012;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   n              n                                               1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"013";"13 Indeniz Avos Trab eSocial";"13 Ind Avo Tr";no;2;no;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";11899;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";no;1;1;1;1;"gmoreno";15/02/21;"091932";" 33   n              n                                               3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"6002";12;12;12;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"014";"13 Adic Inden Avo Trab eSocial";"13 Ad In Avo Tr";no;2;no;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";11899;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";no;1;1;1;1;"gmoreno";15/02/21;"091932";" 33   n              n                                               3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"6002";12;12;12;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"015";"Hrs Aviso Previo Trab Noturno";"Hr Av Trab Notu";no;1;yes;1;1;1;1;1;1;1;1;3;1;1;1;4;"";"";3;3;3;3;3;3;no;1;" ";"151";1015;0;0;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11                                                                  1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"016";"Pagamento Red Dias Av Previo";"P Red Dias Avis";no;1;yes;1;1;1;1;1;1;1;1;3;3;1;1;4;"";"";3;3;3;3;3;3;no;1;"";"";1016;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   n              n                                               1";"   00005010                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"6003";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"017";"Aviso Previo Indenizado";"Avi Prev Inden";no;3;yes;1;1;1;3;1;6;3;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1017;0;57;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";13/04/22;"090254";" 33   s              s                               N3             N3";"   00006900                            00001100NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"6003";0;21;79;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"018";"Plantio de cana-de-acucar";"Plantio";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1018;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   n              n                                              N1";"   00009530                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"019";"Corte de cana-de-acucar";"Corte";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1019;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   s              s                                              N1";"   00005060                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"020";"Tarefa Bituca";"Tarefa Bituca";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1020;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   n              s                                              N1";"   00009570                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"021";"Capina";"Capina";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1021;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091932";" 11   s              s                                              N1";"   00005070                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"022";"Banqueta";"Banqueta";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1022;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   n              n                                              N1";"   00007900                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"023";"Recobricao";"Recobricao";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1023;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   n              n                                              N1";"   00005090                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"024";"Complemento Diaria";"Compl. Diaria";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1024;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   n              n                                              N1";"   00008000                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"025";"Horas Paradas";"Horas Paradas";no;1;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1025;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   s              s                                               1";"   00005080                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"026";"Adicional Bituqueiro";"Bituqueiro";no;2;yes;1;1;1;1;1;1;1;1;1;3;3;3;3;"";"";3;3;3;3;3;3;no;1;"";"";1126;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   n              n                                              N1";"   00000000                            11111111SSSS100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;yes;yes;yes;yes;"1";yes;no;?;?;0;0;0;0;0;1;0
"027";"Complemento Salarial";"Compl. Salario";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1027;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091933";" 11   n              n                               N              N1";"   00008000                            11111111NNNN100000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"028";"Adicional de Funcao";"Ad Função";no;1;yes;1;1;1;1;1;1;1;1;1;1;1;1;3;"";"";3;3;3;3;3;3;yes;1;"";"";9999;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";08/03/23;"082619";" 11   s N            s N              N              N1             N1";"   00005000                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1099";11;11;11;0;yes;yes;yes;yes;"1";yes;yes;?;?;0;0;0;0;0;1;0
"029";"Maternidade Compl 13° eSocial";"Mater Compl 13";no;2;no;3;3;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";11899;0;226;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";no;1;1;1;1;"gmoreno";15/02/21;"091933";" 33   n              n                                               2";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"4051";22;12;12;0;no;no;no;no;"1";yes;yes;?;?;0;0;0;0;0;1;0
"030";"Desconto DSR Variavel";"Desc.DSR Var.";no;2;yes;2;1;1;2;2;2;2;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";30;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 22   n              n                                               2";"                                       11111111NNNN200000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;11;11;no;no;no;no;"2";yes;no;?;?;0;0;0;0;0;1;0
"031";"Hrs DSR Vencimento";"Hrs DSR Venc";no;1;yes;1;1;1;1;1;1;1;1;3;3;1;1;4;"";"";3;3;3;3;3;3;no;1;"";"";1031;0;32;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"T";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 11   s              s                                               1";"   00005800                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1002";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"032";"Hrs DSR Vencimento Noturno";"Hrs DSR Venc N";no;1;yes;1;1;1;1;1;1;1;1;3;3;1;1;4;"";"";3;3;3;3;3;3;no;1;"";"";1032;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 11   n              n                                               1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1205";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"033";"Feriado Trabalhado";"Feriado Trab";no;1;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;2;"";"";1033;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 11   n              n                                               1";"                                       11111111NNNN110000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;100;1;0
"034";"Desconto DSR Diurno";"Desc DSR Diu";no;1;yes;2;1;1;2;2;2;2;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";34;0;54;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 22   s              s                                               2";"   00011540                            11111111NNNN200000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"9210";11;11;11;11;no;no;no;no;"2";yes;no;?;?;0;0;0;0;0;1;0
"035";"Desconto DSR Ruricola";"Desconto DSR";no;1;no;3;1;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";35;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";06/04/22;"091137";" 33   n              n                               N3             N3";"   00011540                            00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"036";"Desconto DSR Noturno";"Desc DSR Not";no;1;yes;2;1;1;2;2;2;2;2;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";36;0;88;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 22   n              n                                               2";"   00011540                            11111111NNNN200000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;11;11;no;no;no;no;"2";yes;no;?;?;0;0;0;0;0;1;0
"037";"DSR Variavel";"DSR Variavel";no;2;yes;1;1;1;1;1;1;1;1;2;3;3;3;3;"";"";3;3;3;3;3;3;no;1;"";"";5137;0;33;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"val";17/04/23;"172713";" 11   s              s                 1             N1             N1";"   00005900                            11111111NNNN100000N    ";?;?;no;no;0;0;1;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"1002";11;11;11;0;yes;yes;yes;yes;"1";yes;no;?;?;0;0;0;0;0;1;0
"038";"Hr Rep Rem Desc - Outros";"Hr Rep Rem Desc";no;1;yes;3;5;3;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;" ";"";38;0;89;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 33                                                                  3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"039";"Feriado Perdido";"Feriado Perdido";no;1;yes;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";39;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 33   n              n                                               3";"   00011412                            00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"040";"Sabado Compensado";"Compensado";no;1;yes;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";40;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"amagro";25/11/21;"112053";" 33   n              n                 3             N3             N3";"   00000000                            00000000NNNN300000N";?;?;no;no;0;0;0;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"0000";0;0;0;0;no;no;no;no;"3";yes;no;?;?;0;0;0;0;0;1;0
"041";"DSR 01/06/08";"DSR 01/06/08";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1041;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 11                  n                                               1";"                                       11111111NNNN100000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;yes;no;no;yes;"*";"";"";"";"";"";"";no;"0000";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"042";"Salario Substituicao";"Sal. Subst.";no;2;yes;1;1;1;1;1;1;1;1;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";1042;0;0;0;3;3;3;3;?;0;0;"";"";"";"";no;no;"";yes;1;1;1;1;"gmoreno";15/02/21;"091943";" 11   s              s                                               1";"   00007800                            11111111NNNN100000N";?;?;no;no;0;0;1;0;no;3;2;1;1;no;3;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"1099";11;11;11;11;no;no;no;no;"1";yes;no;?;?;0;0;0;0;0;1;0
"043";"INSS Compl 13º eSocial";"INSS Compl 13º";no;2;no;3;5;1;3;3;3;3;3;3;3;3;3;4;"";"";3;3;3;3;3;3;no;1;"";"";11899;0;227;0;3;3;5;5;?;1;1;"";"";"";"";no;no;"";no;1;1;1;1;"gmoreno";15/02/21;"091943";" 33   n              n                                               3";"                                       00000000NNNN300000N";?;?;no;no;0;0;0;0;no;1;2;1;1;no;1;no;no;1;no;"";yes;"";3;3;3;3;3;3;3;no;1;no;0;1;no;no;no;no;yes;"*";"";"";"";"";"";"";no;"9201";32;0;0;0;no;no;no;no;"2";yes;yes;?;?;0;0;0;0;0;1;0
